0.033497,0.966503
0.273165,0.726835
0.016568,0.983432
0.664027,0.335973
0.090801,0.909198
0.129856,0.870144
0.947900,0.052100
0.006211,0.993789
0.079714,0.920286
0.031669,0.968331
0.013826,0.986174
0.076459,0.923541
0.019228,0.980772
0.062006,0.937994
0.094007,0.905993
0.013048,0.986952
0.113998,0.886002
0.991243,0.008757
0.876124,0.123876
0.034205,0.965795
0.010246,0.989754
0.036998,0.963002
0.013934,0.986066
0.012303,0.987697
0.133283,0.866717
0.027229,0.972771
0.037066,0.962934
0.023010,0.976990
0.025410,0.974590
0.007253,0.992747
0.007794,0.992206
0.009687,0.990313
0.008731,0.991269
0.014364,0.985636
0.128616,0.871384
0.042140,0.957861
0.023153,0.976847
0.024897,0.975103
0.915222,0.084778
0.018818,0.981182
0.086199,0.913801
0.068103,0.931897
0.008946,0.991054
0.012946,0.987054
0.009831,0.990169
0.906535,0.093465
0.028080,0.971920
0.034321,0.965679
0.015633,0.984367
0.016788,0.983212
0.274229,0.725771
0.020291,0.979709
0.020823,0.979177
0.005311,0.994689
0.014303,0.985697
0.023587,0.976413
0.042150,0.957850
0.025103,0.974897
0.077432,0.922568
0.111182,0.888818
0.040851,0.959149
0.610837,0.389163
0.141701,0.858299
0.041768,0.958232
0.008354,0.991646
0.006593,0.993407
0.006881,0.993119
0.059933,0.940067
0.016684,0.983316
0.013284,0.986716
0.133046,0.866954
0.050904,0.949096
0.169320,0.830680
0.854201,0.145799
0.013310,0.986690
0.016352,0.983648
0.970443,0.029557
0.008814,0.991186
0.395919,0.604081
0.039017,0.960983
0.872919,0.127081
0.015694,0.984306
0.097290,0.902710
0.490060,0.509940
0.031234,0.968766
0.254111,0.745889
0.034732,0.965268
0.012070,0.987930
0.051098,0.948902
0.013850,0.986150
0.005733,0.994267
0.154818,0.845182
0.013304,0.986696
0.049760,0.950240
0.089227,0.910773
0.098066,0.901934
0.047034,0.952966
0.016037,0.983963
0.144306,0.855694
0.941212,0.058787
0.028206,0.971794
0.649933,0.350067
0.012449,0.987551
0.009709,0.990291
0.031878,0.968122
0.036482,0.963518
0.468828,0.531172
0.019682,0.980318
0.419442,0.580558
0.028196,0.971804
0.289339,0.710661
0.485688,0.514312
0.066079,0.933921
0.010155,0.989845
0.016386,0.983614
0.014289,0.985711
0.075193,0.924807
0.007579,0.992421
0.012771,0.987229
0.012170,0.987830
0.993020,0.006980
0.064385,0.935615
0.014450,0.985550
0.765987,0.234013
0.158333,0.841667
0.005491,0.994509
0.129316,0.870684
0.887841,0.112159
0.028035,0.971965
0.013485,0.986515
0.007198,0.992802
0.066192,0.933808
0.153445,0.846555
0.007158,0.992842
0.210337,0.789663
0.122422,0.877578
0.117444,0.882556
0.019165,0.980835
0.070374,0.929626
0.999121,0.000879
0.005883,0.994117
0.767733,0.232267
0.075652,0.924348
0.037260,0.962740
0.028246,0.971754
0.025521,0.974479
0.012869,0.987131
0.037865,0.962135
0.052338,0.947662
0.018353,0.981647
0.015666,0.984334
0.008188,0.991812
0.911022,0.088978
0.016664,0.983336
0.121499,0.878501
0.095676,0.904324
0.055149,0.944851
0.170809,0.829191
0.127581,0.872419
0.026564,0.973436
0.161530,0.838470
0.216936,0.783064
0.029859,0.970141
0.006466,0.993533
0.037291,0.962709
0.126136,0.873864
0.175074,0.824926
0.048100,0.951900
0.069731,0.930269
0.128413,0.871587
0.028443,0.971557
0.015991,0.984009
0.015816,0.984185
0.020738,0.979262
0.053231,0.946769
0.260696,0.739304
0.012444,0.987556
0.019718,0.980282
0.031465,0.968535
0.125617,0.874383
0.015221,0.984779
0.177228,0.822772
0.010845,0.989155
0.044326,0.955674
0.011350,0.988650
0.181241,0.818759
0.333989,0.666011
0.477262,0.522738
0.008010,0.991991
0.010705,0.989295
0.181285,0.818715
0.012717,0.987283
0.020873,0.979127
0.621471,0.378529
0.811731,0.188269
0.012055,0.987945
0.012353,0.987647
0.087459,0.912541
