1.872123,0.000000,10.988080,12.366598,30.040302,10.238571,27.124994,0.000000,18.808315,9.094868,1.934236,9.988710,1.035635,1.982023,0.562282,0.950771,1.015489,29.614470,0.592335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.864167,0.000000,10.964949,12.375809,30.048498,10.230594,27.145342,0.000000,18.818741,9.122720,1.907833,10.003805,0.999777,2.005212,0.578353,0.915759,1.026677,29.657187,0.625222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.844190,0.000000,11.162757,11.281981,23.842667,10.112843,21.231722,0.000000,16.722847,9.013619,2.113807,9.780177,1.025345,2.109493,0.257262,0.779340,1.019300,26.022249,0.827545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.596344,0.000000,11.126699,12.063196,27.660965,10.225119,24.635263,0.000000,18.344454,9.603327,2.069431,10.178812,1.002615,2.057710,0.288078,0.762447,1.067306,28.515522,0.997039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.786841,0.000000,10.981924,12.294077,29.670971,10.210016,26.744547,0.000000,18.759663,9.153191,1.909574,10.047113,0.995763,2.002617,0.517208,0.953758,1.017872,29.447311,0.673299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.625695,0.000000,11.043751,12.154900,28.832874,10.275921,25.807428,0.000000,18.588451,9.434221,1.920329,10.192041,1.049411,2.055610,0.477926,0.841618,0.997105,29.094288,0.940177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.677933,0.000000,11.119293,11.620562,25.320393,10.255716,22.603918,0.000000,17.386810,9.320724,2.165900,10.006628,1.009820,2.133977,0.213628,0.863831,1.098895,27.053959,0.976496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.893880,0.000000,11.035601,12.351087,30.146549,10.262301,27.246515,0.000000,18.842266,9.066691,1.955396,9.988825,1.053349,1.960102,0.588901,0.969875,0.990520,29.666626,0.595403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.896342,0.000000,11.034874,12.352978,30.160389,10.267158,27.257053,0.000000,18.840836,9.062748,1.958713,9.983862,1.057858,1.959853,0.588990,0.972553,0.990448,29.669254,0.593244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.893136,0.000000,11.016220,12.362127,30.162207,10.259672,27.261803,0.000000,18.842247,9.073463,1.947851,9.986810,1.048750,1.972938,0.593852,0.960591,0.995323,29.679920,0.598375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.802412,0.000000,10.970089,12.313877,29.749207,10.201202,26.827360,0.000000,18.773712,9.140802,1.908887,10.031534,0.984591,2.006106,0.522925,0.948815,1.017558,29.487783,0.652273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.616503,0.000000,11.091909,12.058784,27.555788,10.228218,24.577497,0.000000,18.281143,9.601988,2.057643,10.163542,0.983689,2.080666,0.295384,0.730330,1.115389,28.507915,1.062309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.777635,0.000000,10.980878,12.287911,29.644230,10.203345,26.714703,0.000000,18.761272,9.160823,1.909761,10.047079,0.979028,2.008393,0.512768,0.948265,1.011664,29.439034,0.678620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.755208,0.000000,11.094418,12.247690,29.524258,10.176548,26.548679,0.000000,18.790771,9.256147,1.877976,10.113510,0.876733,1.929129,0.457091,0.904733,0.954485,29.399067,0.546512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.869043,0.000000,11.017526,12.340553,30.036839,10.230877,27.129774,0.000000,18.822210,9.081543,1.939471,10.003156,1.025468,1.972816,0.567277,0.965075,0.996780,29.617229,0.600303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.840971,0.000000,10.971750,12.340304,29.906643,10.203241,26.990744,0.000000,18.783272,9.107418,1.919061,10.014751,1.014110,2.005445,0.552121,0.945645,1.019615,29.565296,0.632337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.811073,0.000000,10.971042,12.334743,29.826761,10.197886,26.888834,0.000000,18.790359,9.149077,1.904355,10.015686,0.971016,1.999996,0.522320,0.917280,1.006565,29.536123,0.634841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
