0.948021,0.000000,4.032518,3.459577,4.079572,3.527487,0.000000,3.190310,3.882767,3.365403,2.923479,3.847106,3.193244,4.456028,2.358425,0.000000,2.147917,2.481497,0.000000,1.150558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966129,0.000000,3.899550,3.804861,3.871573,3.635848,0.000000,3.351407,3.887999,3.453785,3.001122,3.899765,3.214499,4.212870,2.719535,0.000000,2.125822,2.229987,0.000000,1.004643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.915744,0.000000,3.820096,3.714778,3.811439,3.389115,0.000000,2.942146,3.528980,3.326322,2.965291,3.826773,3.094807,4.082409,3.453412,0.000000,2.504035,2.797242,0.000000,1.514865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.941422,0.000000,3.785633,4.029713,3.635095,3.167767,0.000000,3.353290,3.777079,3.452321,3.242297,3.720902,3.314338,3.984270,3.522401,0.000000,1.777106,1.282052,0.000000,0.936801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.958343,0.000000,3.881451,3.906194,3.696068,3.109894,0.000000,3.336030,3.913088,3.416384,3.282821,3.700929,3.281941,4.218410,3.145425,0.000000,1.546672,0.930233,0.000000,0.693001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.977959,0.000000,3.851187,4.120366,3.607069,3.177649,0.000000,3.386791,3.863373,3.423256,3.258080,3.726155,3.317107,3.984128,3.475445,0.000000,1.492497,0.817579,0.000000,0.523088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968108,0.000000,3.765051,4.020837,3.589137,3.140890,0.000000,3.356434,3.803319,3.371964,3.252207,3.666583,3.307240,3.998915,3.456227,0.000000,1.600254,0.833046,0.000000,0.745876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.900975,0.000000,3.664013,3.860759,3.493225,3.052458,0.000000,3.246090,3.531644,3.237747,3.230217,3.650356,3.484747,3.660387,3.818706,0.000000,1.926634,1.547230,0.000000,0.942780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.980727,0.000000,3.857605,3.949898,3.627571,3.158016,0.000000,3.325644,3.829124,3.368298,3.277972,3.638021,3.349766,4.038328,3.339745,0.000000,1.516730,0.865152,0.000000,0.540769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.956937,0.000000,3.844150,3.794884,3.720033,3.267085,0.000000,3.334103,3.706834,3.323214,3.162146,3.637161,3.465642,3.819673,3.181978,0.000000,1.891828,1.636066,0.000000,0.693686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
