0.000000,3.872398,3.845731,3.680914,3.630323,3.673110,3.328956,3.723201,3.938826,0.000000,3.649697,3.543202,3.410146,3.614595,4.541617,2.741840,3.845202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.813212,3.733121,3.639394,3.631927,3.663754,3.270321,3.715142,3.895225,0.000000,3.648740,3.503633,3.477385,3.537027,4.405179,2.796791,3.837777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.830477,3.625648,3.629575,3.727291,3.732544,3.231108,3.775025,3.905559,0.000000,3.779745,3.438127,3.485029,3.538688,4.416389,2.991839,4.191417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.834005,3.726320,3.624003,3.635381,3.678160,3.278189,3.732731,3.909320,0.000000,3.669763,3.495586,3.448351,3.532112,4.449314,2.837207,3.897365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.844871,3.856053,3.631337,3.542271,3.621788,3.348235,3.697747,3.928960,0.000000,3.564749,3.574226,3.400313,3.580172,4.509479,2.643296,3.565277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.865515,3.878889,3.626906,3.553945,3.632186,3.357074,3.704228,3.939811,0.000000,3.585135,3.559037,3.395894,3.573974,4.527104,2.655642,3.615877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.822737,3.836167,3.649290,3.559317,3.587074,3.337628,3.695394,3.930975,0.000000,3.623940,3.574888,3.435157,3.576532,4.515499,2.647131,3.629076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.825952,3.809128,3.666974,3.613102,3.605550,3.299934,3.708652,3.941258,0.000000,3.700869,3.548430,3.491869,3.617791,4.508717,2.733740,3.808937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.852874,3.735537,3.635404,3.682938,3.669037,3.277607,3.734072,3.918863,0.000000,3.708586,3.480719,3.492839,3.564518,4.462504,2.876073,4.030612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.839030,3.634231,3.650836,3.755531,3.702495,3.231814,3.769292,3.924285,0.000000,3.845546,3.433146,3.536523,3.574988,4.442097,3.021578,4.283203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.820525,3.632892,3.667611,3.745646,3.681062,3.239534,3.764584,3.931178,0.000000,3.844850,3.458076,3.542864,3.595657,4.460218,2.982470,4.257858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.794250,3.672507,3.655574,3.682788,3.624185,3.250342,3.736398,3.920486,0.000000,3.778746,3.501645,3.557659,3.594190,4.433104,2.884028,4.011958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.803572,3.617387,3.643539,3.745159,3.649980,3.218107,3.752891,3.903949,0.000000,3.838737,3.457403,3.556452,3.568082,4.432265,2.962903,4.230793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.823286,3.625195,3.658574,3.772458,3.674886,3.164387,3.742122,3.884903,0.000000,3.913929,3.469294,3.537908,3.581687,4.458969,2.969508,4.360799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.851118,3.639257,3.672297,3.770337,3.767745,3.245659,3.777111,3.909758,0.000000,3.820601,3.443751,3.480261,3.583175,4.453487,2.979501,4.310480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.820541,3.612856,3.674498,3.737497,3.767792,3.233470,3.767301,3.895036,0.000000,3.799129,3.451932,3.472543,3.551984,4.416830,2.955803,4.229847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.818087,3.644414,3.640072,3.711895,3.735741,3.227620,3.763385,3.899304,0.000000,3.774111,3.440202,3.491401,3.522579,4.403334,2.934874,4.145040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.813035,3.559129,3.665502,3.699680,3.780908,3.239515,3.766865,3.888887,0.000000,3.692477,3.463600,3.468931,3.496421,4.318105,2.966047,4.087804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.815536,3.655324,3.611234,3.646587,3.710375,3.262887,3.751948,3.900490,0.000000,3.661457,3.471153,3.468571,3.509403,4.369668,2.862186,3.879462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.769722,3.718244,3.636178,3.571688,3.594739,3.302187,3.711634,3.925510,0.000000,3.665964,3.559974,3.476547,3.574426,4.445558,2.728832,3.650560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.867436,3.752317,3.662463,3.676364,3.702184,3.299924,3.743240,3.940346,0.000000,3.705343,3.499466,3.434025,3.604241,4.510973,2.851625,4.006765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
